lon,lat,time,sst
-84.5,19.5,2014-05-01,30.729202270507812
-84.5,19.5,2014-06-01,29.981402587890624
-84.5,19.5,2014-07-01,29.0572021484375
-84.5,19.5,2014-08-01,28.885400390625
-84.5,19.5,2014-09-01,28.776202392578124
-84.5,19.5,2014-10-01,29.629803466796876
-84.5,19.5,2014-11-01,29.680801391601562
-84.5,19.5,2014-12-01,28.469802856445312
-84.5,19.5,2015-01-01,27.601202392578124
-84.5,19.5,2015-02-01,27.595199584960938
-84.5,19.5,2015-03-01,28.654202270507813
-84.5,19.5,2015-04-01,29.906201171875
-84.5,19.5,2015-05-01,30.438400268554688
-84.5,19.5,2015-06-01,29.64580078125
-84.5,19.5,2015-07-01,29.253204345703125
-84.5,19.5,2015-08-01,29.066000366210936
-84.5,19.5,2015-09-01,29.0447998046875
-84.5,19.5,2015-10-01,30.0052001953125
-84.5,19.5,2015-11-01,29.94940185546875
-84.5,19.5,2015-12-01,29.03580322265625
-84.5,19.5,2016-01-01,27.485202026367187
-84.5,19.5,2016-02-01,27.890200805664062
-84.5,19.5,2016-03-01,29.384201049804688
-84.5,19.5,2016-04-01,30.486801147460938
-84.5,19.5,2016-05-01,30.78580322265625
-84.5,19.5,2016-06-01,29.570001220703126
-84.5,19.5,2016-07-01,29.013800048828124
-84.5,19.5,2016-08-01,29.128201293945313
-84.5,19.5,2016-09-01,29.201800537109374
-84.5,19.5,2016-10-01,29.626202392578126
-84.5,19.5,2016-11-01,29.352203369140625
-84.5,19.5,2016-12-01,28.3906005859375
-84.5,19.5,2017-01-01,27.488601684570312
-84.5,19.5,2017-02-01,27.52120361328125
-84.5,19.5,2017-03-01,28.956201171875
-84.5,19.5,2017-04-01,29.738800048828125
-84.5,19.5,2017-05-01,30.55360107421875
-84.5,19.5,2017-06-01,29.69420166015625
-84.5,19.5,2017-07-01,28.814801025390626
-84.5,19.5,2017-08-01,29.16920166015625
-84.5,19.5,2017-09-01,29.367999267578124
-84.5,19.5,2017-10-01,29.858401489257812
-84.5,19.5,2017-11-01,29.77080078125
-84.5,19.5,2017-12-01,28.38280029296875
-84.5,19.5,2018-01-01,27.593402099609374
-84.5,19.5,2018-02-01,27.86500244140625
-84.5,19.5,2018-03-01,28.9676025390625
-84.5,19.5,2018-04-01,30.003201293945313
-84.5,19.5,2018-05-01,30.724603271484376
-84.5,19.5,2018-06-01,29.6552001953125
-84.5,19.5,2018-07-01,28.75140380859375
-84.5,19.5,2018-08-01,28.52760009765625
-84.5,19.5,2018-09-01,28.911199951171874
-84.5,19.5,2018-10-01,29.700601196289064
-84.5,19.5,2018-11-01,29.435202026367186
-84.5,19.5,2018-12-01,28.34219970703125
-84.5,19.5,2019-01-01,27.354800415039062
-84.5,19.5,2019-02-01,27.587600708007812
-84.5,19.5,2019-03-01,29.308200073242187
-84.5,19.5,2019-04-01,30.57020263671875
-84.5,19.5,2019-05-01,30.5572021484375
-84.5,19.5,2019-06-01,30.465802001953126
-84.5,19.5,2019-07-01,29.588400268554686
-84.5,19.5,2019-08-01,28.874603271484375
-84.5,19.5,2019-09-01,28.675201416015625
-84.5,19.5,2019-10-01,30.496600341796874
-84.5,19.5,2019-11-01,29.9510009765625
-84.5,19.5,2019-12-01,28.05980224609375
-84.5,19.5,2020-01-01,27.047000122070312
-84.5,19.5,2020-02-01,27.510498046875
-84.5,19.5,2020-03-01,28.680999755859375
-84.5,19.5,2020-04-01,30.089501953125
-84.5,19.5,2020-05-01,30.3010009765625
-84.5,19.5,2020-06-01,29.57449951171875
-84.5,19.5,2020-07-01,29.508999633789063
-84.5,19.5,2020-08-01,29.316497802734375
-84.5,19.5,2020-09-01,29.7375
-84.5,19.5,2020-10-01,29.670001220703124
-84.5,19.5,2020-11-01,29.745501708984374
-84.5,19.5,2020-12-01,28.580999755859374
-84.5,19.5,2021-01-01,27.693145751953125
-84.5,19.5,2021-02-01,27.544500732421874
-84.5,19.5,2021-03-01,28.937774658203125
-84.5,19.5,2021-04-01,30.156332397460936
-84.5,19.5,2021-05-01,30.842999267578126
-84.5,19.5,2021-06-01,29.570001220703126
-84.5,19.5,2021-07-01,29.259707641601562
-84.5,19.5,2021-08-01,29.37825927734375
-84.5,19.5,2021-09-01,28.994000244140626
-84.5,19.5,2021-10-01,29.44453125
-84.5,19.5,2021-11-01,29.63900146484375
-84.5,19.5,2021-12-01,28.626870727539064
-84.5,19.5,2022-01-01,27.9168212890625
-84.5,19.5,2022-02-01,28.087643432617188
-84.5,19.5,2022-03-01,28.992984008789062
-84.5,19.5,2022-04-01,30.57416687011719
-84.5,19.5,2022-05-01,30.4364990234375
-84.5,19.5,2022-06-01,29.46400146484375
-84.5,19.5,2022-07-01,28.747207641601562
-84.5,19.5,2022-08-01,29.095758056640626
-84.5,19.5,2022-09-01,29.351834106445313
-84.5,19.5,2022-10-01,29.48821105957031
-84.5,19.5,2022-11-01,29.257998657226562
-84.5,19.5,2022-12-01,28.34117736816406
-84.5,19.5,2023-01-01,27.105548095703124
-84.5,19.5,2023-02-01,27.753570556640625
-84.5,19.5,2023-03-01,28.828097534179687
-84.5,19.5,2023-04-01,30.21666564941406
-84.5,19.5,2023-05-01,30.579498291015625
-84.5,19.5,2023-06-01,29.21199951171875
-84.5,19.5,2023-07-01,28.568206787109375
-84.5,19.5,2023-08-01,28.5609375
-84.5,19.5,2023-09-01,28.44666748046875
-84.5,19.5,2023-10-01,29.270709228515624
-84.5,19.5,2023-11-01,29.466000366210938
-84.5,19.5,2023-12-01,28.323806762695312
-84.5,19.5,2024-01-01,27.227484130859374
-84.5,19.5,2024-02-01,28.048861694335937
-84.5,19.5,2024-03-01,28.90487060546875
-79.5,19.5,2004-04-01,--
-79.5,19.5,2004-05-01,--
-79.5,19.5,2004-06-01,--
-79.5,19.5,2004-07-01,--
-79.5,19.5,2004-08-01,--
-79.5,19.5,2004-09-01,--
-79.5,19.5,2004-10-01,--
-79.5,19.5,2004-11-01,--
-79.5,19.5,2004-12-01,--
-79.5,19.5,2005-01-01,--
-79.5,19.5,2005-02-01,--
-79.5,19.5,2005-03-01,--
-79.5,19.5,2005-04-01,--
-79.5,19.5,2005-05-01,--
-79.5,19.5,2005-06-01,--
-79.5,19.5,2005-07-01,--
-79.5,19.5,2005-08-01,--
-79.5,19.5,2005-09-01,--
-79.5,19.5,2005-10-01,--
-79.5,19.5,2005-11-01,--
-79.5,19.5,2005-12-01,--
-79.5,19.5,2006-01-01,--
-79.5,19.5,2006-02-01,--
-79.5,19.5,2006-03-01,--
-79.5,19.5,2006-04-01,--
-79.5,19.5,2006-05-01,--
-79.5,19.5,2006-06-01,--
-79.5,19.5,2006-07-01,--
-79.5,19.5,2006-08-01,--
-79.5,19.5,2006-09-01,--
-79.5,19.5,2006-10-01,--
-79.5,19.5,2006-11-01,--
-79.5,19.5,2006-12-01,--
-79.5,19.5,2007-01-01,--
-79.5,19.5,2007-02-01,--
-79.5,19.5,2007-03-01,--
-79.5,19.5,2007-04-01,--
-79.5,19.5,2007-05-01,--
-79.5,19.5,2007-06-01,--
-79.5,19.5,2007-07-01,--
-79.5,19.5,2007-08-01,--
-79.5,19.5,2007-09-01,--
-79.5,19.5,2007-10-01,--
-79.5,19.5,2007-11-01,--
-79.5,19.5,2007-12-01,--
-79.5,19.5,2008-01-01,--
-79.5,19.5,2008-02-01,--
-79.5,19.5,2008-03-01,--
-79.5,19.5,2008-04-01,--
-79.5,19.5,2008-05-01,--
-79.5,19.5,2008-06-01,--
-79.5,19.5,2008-07-01,--
-79.5,19.5,2008-08-01,--
-79.5,19.5,2008-09-01,--
-79.5,19.5,2008-10-01,--
-79.5,19.5,2008-11-01,--
-79.5,19.5,2008-12-01,--
-79.5,19.5,2009-01-01,--
-79.5,19.5,2009-02-01,--
-79.5,19.5,2009-03-01,--
-79.5,19.5,2009-04-01,--
-79.5,19.5,2009-05-01,--
-79.5,19.5,2009-06-01,--
-79.5,19.5,2009-07-01,--
-79.5,19.5,2009-08-01,--
-79.5,19.5,2009-09-01,--
-79.5,19.5,2009-10-01,--
-79.5,19.5,2009-11-01,--
-79.5,19.5,2009-12-01,--
-79.5,19.5,2010-01-01,--
-79.5,19.5,2010-02-01,--
-79.5,19.5,2010-03-01,--
-79.5,19.5,2010-04-01,--
-79.5,19.5,2010-05-01,--
-79.5,19.5,2010-06-01,--
-79.5,19.5,2010-07-01,--
-79.5,19.5,2010-08-01,--
-79.5,19.5,2010-09-01,--
-79.5,19.5,2010-10-01,--
-79.5,19.5,2010-11-01,--
-79.5,19.5,2010-12-01,--
-79.5,19.5,2011-01-01,--
-79.5,19.5,2011-02-01,--
-79.5,19.5,2011-03-01,--
-79.5,19.5,2011-04-01,--
-79.5,19.5,2011-05-01,--
-79.5,19.5,2011-06-01,--
-79.5,19.5,2011-07-01,--
-79.5,19.5,2011-08-01,--
-79.5,19.5,2011-09-01,--
-79.5,19.5,2011-10-01,--
-79.5,19.5,2011-11-01,--
-79.5,19.5,2011-12-01,--
-79.5,19.5,2012-01-01,--
-79.5,19.5,2012-02-01,--
-79.5,19.5,2012-03-01,--
-79.5,19.5,2012-04-01,--
-79.5,19.5,2012-05-01,--
-79.5,19.5,2012-06-01,--
-79.5,19.5,2012-07-01,--
-79.5,19.5,2012-08-01,--
-79.5,19.5,2012-09-01,--
-79.5,19.5,2012-10-01,--
-79.5,19.5,2012-11-01,--
-79.5,19.5,2012-12-01,--
-79.5,19.5,2013-01-01,--
-79.5,19.5,2013-02-01,--
-79.5,19.5,2013-03-01,--
-79.5,19.5,2013-04-01,--
-79.5,19.5,2013-05-01,--
-79.5,19.5,2013-06-01,--
-79.5,19.5,2013-07-01,--
-79.5,19.5,2013-08-01,--
-79.5,19.5,2013-09-01,--
-79.5,19.5,2013-10-01,--
-79.5,19.5,2013-11-01,--
-79.5,19.5,2013-12-01,--
-79.5,19.5,2014-01-01,--
-79.5,19.5,2014-02-01,--
-79.5,19.5,2014-03-01,--
-79.5,19.5,2014-04-01,--
-79.5,19.5,2014-05-01,--
-79.5,19.5,2014-06-01,--
-79.5,19.5,2014-07-01,--
-79.5,19.5,2014-08-01,--
-79.5,19.5,2014-09-01,--
-79.5,19.5,2014-10-01,--
-79.5,19.5,2014-11-01,--
-79.5,19.5,2014-12-01,--
-79.5,19.5,2015-01-01,--
-79.5,19.5,2015-02-01,--
-79.5,19.5,2015-03-01,--
-79.5,19.5,2015-04-01,--
-79.5,19.5,2015-05-01,--
-79.5,19.5,2015-06-01,--
-79.5,19.5,2015-07-01,--
-79.5,19.5,2015-08-01,--
-79.5,19.5,2015-09-01,--
-79.5,19.5,2015-10-01,--
-79.5,19.5,2015-11-01,--
-79.5,19.5,2015-12-01,--
-79.5,19.5,2016-01-01,--
-79.5,19.5,2016-02-01,--
-79.5,19.5,2016-03-01,--
-79.5,19.5,2016-04-01,--
-79.5,19.5,2016-05-01,--
-79.5,19.5,2016-06-01,--
-79.5,19.5,2016-07-01,--
-79.5,19.5,2016-08-01,--
-79.5,19.5,2016-09-01,--
-79.5,19.5,2016-10-01,--
-79.5,19.5,2016-11-01,--
-79.5,19.5,2016-12-01,--
-79.5,19.5,2017-01-01,--
-79.5,19.5,2017-02-01,--
-79.5,19.5,2017-03-01,--
-79.5,19.5,2017-04-01,--
-79.5,19.5,2017-05-01,--
-79.5,19.5,2017-06-01,--
-79.5,19.5,2017-07-01,--
-79.5,19.5,2017-08-01,--
-79.5,19.5,2017-09-01,--
-79.5,19.5,2017-10-01,--
-79.5,19.5,2017-11-01,--
-79.5,19.5,2017-12-01,--
-79.5,19.5,2018-01-01,--
-79.5,19.5,2018-02-01,--
-79.5,19.5,2018-03-01,--
-79.5,19.5,2018-04-01,--
-79.5,19.5,2018-05-01,--
-79.5,19.5,2018-06-01,--
-79.5,19.5,2018-07-01,--
-79.5,19.5,2018-08-01,--
-79.5,19.5,2018-09-01,--
-79.5,19.5,2018-10-01,--
-79.5,19.5,2018-11-01,--
-79.5,19.5,2018-12-01,--
-79.5,19.5,2019-01-01,--
-79.5,19.5,2019-02-01,--
-79.5,19.5,2019-03-01,--
-79.5,19.5,2019-04-01,--
-79.5,19.5,2019-05-01,--
-79.5,19.5,2019-06-01,--
-79.5,19.5,2019-07-01,--
-79.5,19.5,2019-08-01,--
-79.5,19.5,2019-09-01,--
-79.5,19.5,2019-10-01,--
-79.5,19.5,2019-11-01,--
-79.5,19.5,2019-12-01,--
-79.5,19.5,2020-01-01,--
-79.5,19.5,2020-02-01,--
-79.5,19.5,2020-03-01,--
-79.5,19.5,2020-04-01,--
-79.5,19.5,2020-05-01,--
-79.5,19.5,2020-06-01,--
-79.5,19.5,2020-07-01,--
-79.5,19.5,2020-08-01,--
-79.5,19.5,2020-09-01,--
-79.5,19.5,2020-10-01,--
-79.5,19.5,2020-11-01,--
-79.5,19.5,2020-12-01,--
-79.5,19.5,2021-01-01,--
-79.5,19.5,2021-02-01,--
-79.5,19.5,2021-03-01,--
-79.5,19.5,2021-04-01,--
-79.5,19.5,2021-05-01,--
-79.5,19.5,2021-06-01,--
-79.5,19.5,2021-07-01,--
-79.5,19.5,2021-08-01,--
-79.5,19.5,2021-09-01,--
-79.5,19.5,2021-10-01,--
-79.5,19.5,2021-11-01,--
-79.5,19.5,2021-12-01,--
-79.5,19.5,2022-01-01,--
-79.5,19.5,2022-02-01,--
-79.5,19.5,2022-03-01,--
-79.5,19.5,2022-04-01,--
-79.5,19.5,2022-05-01,--
-79.5,19.5,2022-06-01,--
-79.5,19.5,2022-07-01,--
-79.5,19.5,2022-08-01,--
-79.5,19.5,2022-09-01,--
-79.5,19.5,2022-10-01,--
-79.5,19.5,2022-11-01,--
-79.5,19.5,2022-12-01,--
-79.5,19.5,2023-01-01,--
-79.5,19.5,2023-02-01,--
-79.5,19.5,2023-03-01,--
-79.5,19.5,2023-04-01,--
-79.5,19.5,2023-05-01,--
-79.5,19.5,2023-06-01,--
-79.5,19.5,2023-07-01,--
-79.5,19.5,2023-08-01,--
-79.5,19.5,2023-09-01,--
-79.5,19.5,2023-10-01,--
-79.5,19.5,2023-11-01,--
-79.5,19.5,2023-12-01,--
-79.5,19.5,2024-01-01,--
-79.5,19.5,2024-02-01,--
-79.5,19.5,2024-03-01,--
-74.5,19.5,2004-04-01,25.763230543870193
-74.5,19.5,2004-05-01,28.140540489783653
-74.5,19.5,2004-06-01,29.549539419320915
-74.5,19.5,2004-07-01,29.644690880408653
-74.5,19.5,2004-08-01,29.82177030123197
-74.5,19.5,2004-09-01,29.475001408503605
-74.5,19.5,2004-10-01,27.789463923527645
-74.5,19.5,2004-11-01,26.555387056790867
-74.5,19.5,2004-12-01,24.50184748722957
-74.5,19.5,2005-01-01,23.08892352764423
-74.5,19.5,2005-02-01,23.05730731670673
-74.5,19.5,2005-03-01,22.254307673527645
-74.5,19.5,2005-04-01,25.308387169471153
-74.5,19.5,2005-05-01,28.185154841496395
-74.5,19.5,2005-06-01,29.53069364107572
-74.5,19.5,2005-07-01,29.839078463040867
-74.5,19.5,2005-08-01,29.614769568810097
-74.5,19.5,2005-09-01,28.928541917067307
-74.5,19.5,2005-10-01,27.82707801231971
-74.5,19.5,2005-11-01,26.868002084585335
-74.5,19.5,2005-12-01,24.26954064002404
-74.5,19.5,2006-01-01,23.10261653019832
-74.5,19.5,2006-02-01,22.72546151968149
-74.5,19.5,2006-03-01,23.347153883713943
-74.5,19.5,2006-04-01,26.334078275240383
-74.5,19.5,2006-05-01,27.98753943810096
-74.5,19.5,2006-06-01,29.78954139122596
-74.5,19.5,2006-07-01,30.06030977689303
-74.5,19.5,2006-08-01,29.973541259765625
-74.5,19.5,2006-09-01,29.38853806715745
-74.5,19.5,2006-10-01,28.18884746844952
-74.5,19.5,2006-11-01,27.16461651141827
-74.5,19.5,2006-12-01,25.549541766826923
-74.5,19.5,2007-01-01,23.598308856670673
-74.5,19.5,2007-02-01,23.392230694110577
-74.5,19.5,2007-03-01,24.88330547626202
-74.5,19.5,2007-04-01,26.324307955228367
-74.5,19.5,2007-05-01,28.214998685396633
-74.5,19.5,2007-06-01,30.1382328913762
-74.5,19.5,2007-07-01,30.310384897085335
-74.5,19.5,2007-08-01,29.88177255483774
-74.5,19.5,2007-09-01,29.28107628455529
-74.5,19.5,2007-10-01,27.7484623835637
-74.5,19.5,2007-11-01,25.60492412860577
-74.5,19.5,2007-12-01,23.67176936222957
-74.5,19.5,2008-01-01,23.055462176983173
-74.5,19.5,2008-02-01,22.071077786959133
-74.5,19.5,2008-03-01,22.63684786283053
-74.5,19.5,2008-04-01,25.009847787710335
-74.5,19.5,2008-05-01,27.447462815504807
-74.5,19.5,2008-06-01,29.32208017202524
-74.5,19.5,2008-07-01,29.55169442983774
-74.5,19.5,2008-08-01,29.635232778695915
-74.5,19.5,2008-09-01,29.525230994591347
-74.5,19.5,2008-10-01,28.37738506610577
-74.5,19.5,2008-11-01,27.095538799579327
-74.5,19.5,2008-12-01,24.82000028170072
-74.5,19.5,2009-01-01,23.171231783353367
-74.5,19.5,2009-02-01,23.09630878155048
-74.5,19.5,2009-03-01,24.22200129582332
-74.5,19.5,2009-04-01,25.31877018855168
-74.5,19.5,2009-05-01,27.030618520883415
-74.5,19.5,2009-06-01,29.199538010817307
-74.5,19.5,2009-07-01,29.76054264948918
-74.5,19.5,2009-08-01,30.00977266751803
-74.5,19.5,2009-09-01,29.910308837890625
-74.5,19.5,2009-10-01,27.977309006911057
-74.5,19.5,2009-11-01,26.341693584735577
-74.5,19.5,2009-12-01,24.901770958533653
-74.5,19.5,2010-01-01,24.179464486929085
-74.5,19.5,2010-02-01,23.47638643704928
-74.5,19.5,2010-03-01,23.49046208308293
-74.5,19.5,2010-04-01,25.498617318960335
-74.5,19.5,2010-05-01,28.48815448467548
-74.5,19.5,2010-06-01,29.790541428786057
-74.5,19.5,2010-07-01,30.17230928861178
-74.5,19.5,2010-08-01,30.0525395320012
-74.5,19.5,2010-09-01,29.556847205528847
-74.5,19.5,2010-10-01,28.12715266301082
-74.5,19.5,2010-11-01,25.75677255483774
-74.5,19.5,2010-12-01,24.746847299429085
-74.5,19.5,2011-01-01,22.907001201923077
-74.5,19.5,2011-02-01,22.16899930513822
-74.5,19.5,2011-03-01,22.19377018855168
-74.5,19.5,2011-04-01,24.09184852013221
-74.5,19.5,2011-05-01,27.822002704326923
-74.5,19.5,2011-06-01,29.514385516826923
-74.5,19.5,2011-07-01,29.85138643704928
-74.5,19.5,2011-08-01,30.175461989182693
-74.5,19.5,2011-09-01,29.49961735652043
-74.5,19.5,2011-10-01,27.46277090219351
-74.5,19.5,2011-11-01,26.357619065504807
-74.5,19.5,2011-12-01,24.08531071589543
-74.5,19.5,2012-01-01,23.09046349158654
-74.5,19.5,2012-02-01,22.849078838641827
-74.5,19.5,2012-03-01,24.13415292593149
-74.5,19.5,2012-04-01,26.11876971905048
-74.5,19.5,2012-05-01,28.660231370192307
-74.5,19.5,2012-06-01,29.669691819411057
-74.5,19.5,2012-07-01,29.67200176532452
-74.5,19.5,2012-08-01,29.987386850210335
-74.5,19.5,2012-09-01,30.14115788386418
-74.5,19.5,2012-10-01,28.534693791316105
-74.5,19.5,2012-11-01,27.65276864858774
-74.5,19.5,2012-12-01,25.681002103365383
-74.5,19.5,2013-01-01,23.510462834284855
-74.5,19.5,2013-02-01,22.920001690204327
-74.5,19.5,2013-03-01,23.703538161057693
-74.5,19.5,2013-04-01,25.624924879807693
-74.5,19.5,2013-05-01,28.4050785945012
-74.5,19.5,2013-06-01,29.800386868990383
-74.5,19.5,2013-07-01,29.781846266526443
-74.5,19.5,2013-08-01,29.44384765625
-74.5,19.5,2013-09-01,28.96392587515024
-74.5,19.5,2013-10-01,27.78907893254207
-74.5,19.5,2013-11-01,26.263230543870193
-74.5,19.5,2013-12-01,24.247539813701923
-74.5,19.5,2014-01-01,22.451462965745193
-74.5,19.5,2014-02-01,22.163616473858173
-74.5,19.5,2014-03-01,23.091771052433895
-74.5,19.5,2014-04-01,26.24938495342548
-74.5,19.5,2014-05-01,28.662923959585335
-74.5,19.5,2014-06-01,30.35899939903846
-74.5,19.5,2014-07-01,30.284078744741585
-74.5,19.5,2014-08-01,30.192464975210335
-74.5,19.5,2014-09-01,29.66607900766226
-74.5,19.5,2014-10-01,28.428926908052883
-74.5,19.5,2014-11-01,27.197000356820915
-74.5,19.5,2014-12-01,25.040309025691105
-74.5,19.5,2015-01-01,23.27807851938101
-74.5,19.5,2015-02-01,22.744769756610577
-74.5,19.5,2015-03-01,23.61076941856971
-74.5,19.5,2015-04-01,25.60638662484976
-74.5,19.5,2015-05-01,28.40684861403245
-74.5,19.5,2015-06-01,30.23907705453726
-74.5,19.5,2015-07-01,30.012465256911057
-74.5,19.5,2015-08-01,30.455463115985577
-74.5,19.5,2015-09-01,30.526465782752403
-74.5,19.5,2015-10-01,28.96515596829928
-74.5,19.5,2015-11-01,27.67730947641226
-74.5,19.5,2015-12-01,26.096538837139423
-74.5,19.5,2016-01-01,24.534691443810097
-74.5,19.5,2016-02-01,23.270233154296875
-74.5,19.5,2016-03-01,23.263385479266827
-74.5,19.5,2016-04-01,25.46692364032452
-74.5,19.5,2016-05-01,28.59700129582332
-74.5,19.5,2016-06-01,29.986001821664665
-74.5,19.5,2016-07-01,30.03699904221755
-74.5,19.5,2016-08-01,29.98230919471154
-74.5,19.5,2016-09-01,29.611539400540867
-74.5,19.5,2016-10-01,28.79376924954928
-74.5,19.5,2016-11-01,27.465540959284855
-74.5,19.5,2016-12-01,25.38830801156851
-74.5,19.5,2017-01-01,23.94084989107572
-74.5,19.5,2017-02-01,23.0851557804988
-74.5,19.5,2017-03-01,24.07323044996995
-74.5,19.5,2017-04-01,25.95276817908654
-74.5,19.5,2017-05-01,28.45154043344351
-74.5,19.5,2017-06-01,29.79815673828125
-74.5,19.5,2017-07-01,29.53638634314904
-74.5,19.5,2017-08-01,29.832000732421875
-74.5,19.5,2017-09-01,29.35607675405649
-74.5,19.5,2017-10-01,28.3616943359375
-74.5,19.5,2017-11-01,26.472153883713943
-74.5,19.5,2017-12-01,24.41754150390625
-74.5,19.5,2018-01-01,23.252155010516827
-74.5,19.5,2018-02-01,22.32592538686899
-74.5,19.5,2018-03-01,23.399383544921875
-74.5,19.5,2018-04-01,25.248387263371395
-74.5,19.5,2018-05-01,28.58538818359375
-74.5,19.5,2018-06-01,29.654078556941105
-74.5,19.5,2018-07-01,29.517618032602165
-74.5,19.5,2018-08-01,29.857694185697117
-74.5,19.5,2018-09-01,28.83061805138221
-74.5,19.5,2018-10-01,27.89100060096154
-74.5,19.5,2018-11-01,26.678079458383415
-74.5,19.5,2018-12-01,25.723773662860577
-74.5,19.5,2019-01-01,24.336770864633415
-74.5,19.5,2019-02-01,24.17200176532452
-74.5,19.5,2019-03-01,24.63531024639423
-74.5,19.5,2019-04-01,26.6586186335637
-74.5,19.5,2019-05-01,28.53992403470553
-74.5,19.5,2019-06-01,30.41284883939303
-74.5,19.5,2019-07-01,30.10369403545673
-74.5,19.5,2019-08-01,29.990769606370193
-74.5,19.5,2019-09-01,29.422154353215145
-74.5,19.5,2019-10-01,28.728539100060097
-74.5,19.5,2019-11-01,26.66607666015625
-74.5,19.5,2019-12-01,24.51569542518029
-74.5,19.5,2020-01-01,23.72076885516827
-74.5,19.5,2020-02-01,23.080768291766827
-74.5,19.5,2020-03-01,24.023845966045673
-74.5,19.5,2020-04-01,25.874230018028847
-74.5,19.5,2020-05-01,28.34788395808293
-74.5,19.5,2020-06-01,30.107886681189903
-74.5,19.5,2020-07-01,30.347308819110577
-74.5,19.5,2020-08-01,30.57788555438702
-74.5,19.5,2020-09-01,30.51788564828726
-74.5,19.5,2020-10-01,28.0265385554387
-74.5,19.5,2020-11-01,25.945962759164665
-74.5,19.5,2020-12-01,24.69269268329327
-74.5,19.5,2021-01-01,23.098529522235577
-74.5,19.5,2021-02-01,22.91288639948918
-74.5,19.5,2021-03-01,24.267355111929085
-74.5,19.5,2021-04-01,26.21637197641226
-74.5,19.5,2021-05-01,29.11596210186298
-74.5,19.5,2021-06-01,30.08661592923678
-74.5,19.5,2021-07-01,30.413900522085335
-74.5,19.5,2021-08-01,30.22533710186298
-74.5,19.5,2021-09-01,30.25146014873798
-74.5,19.5,2021-10-01,29.324803278996395
-74.5,19.5,2021-11-01,27.539231520432693
-74.5,19.5,2021-12-01,25.496368408203125
-74.5,19.5,2022-01-01,23.932821420522835
-74.5,19.5,2022-02-01,23.133681077223557
-74.5,19.5,2022-03-01,24.105482835036057
-74.5,19.5,2022-04-01,25.577472393329327
-74.5,19.5,2022-05-01,27.59422889122596
-74.5,19.5,2022-06-01,29.597191443810097
-74.5,19.5,2022-07-01,30.18370877779447
-74.5,19.5,2022-08-01,30.52014629657452
-74.5,19.5,2022-09-01,30.26214130108173
-74.5,19.5,2022-10-01,28.08544217623197
-74.5,19.5,2022-11-01,26.947307880108173
-74.5,19.5,2022-12-01,25.29852294921875
-74.5,19.5,2023-01-01,23.74431434044471
-74.5,19.5,2023-02-01,23.21722412109375
-74.5,19.5,2023-03-01,23.40209726186899
-74.5,19.5,2023-04-01,26.13074199969952
-74.5,19.5,2023-05-01,28.69519277719351
-74.5,19.5,2023-06-01,30.83796105018029
-74.5,19.5,2023-07-01,30.907555213341347
-74.5,19.5,2023-08-01,31.020974966195915
-74.5,19.5,2023-09-01,30.536705603966347
-74.5,19.5,2023-10-01,29.432943490835335
-74.5,19.5,2023-11-01,27.591538649338943
-74.5,19.5,2023-12-01,25.397921048677883
-74.5,19.5,2024-01-01,23.622406005859375
-74.5,19.5,2024-02-01,23.38220684344952
-74.5,19.5,2024-03-01,24.229832575871395
-69.5,19.5,2004-04-01,27.320587158203125
-69.5,19.5,2004-05-01,29.106918334960938
-69.5,19.5,2004-06-01,29.437042236328125
-69.5,19.5,2004-07-01,29.3728764851888
-69.5,19.5,2004-08-01,29.341044108072918
-69.5,19.5,2004-09-01,29.1106694539388
-69.5,19.5,2004-10-01,27.63745880126953
-69.5,19.5,2004-11-01,26.494667053222656
-69.5,19.5,2004-12-01,24.69366709391276
-69.5,19.5,2005-01-01,23.596209208170574
-69.5,19.5,2005-02-01,24.219167073567707
-69.5,19.5,2005-03-01,24.269126892089844
-69.5,19.5,2005-04-01,26.844088236490887
-69.5,19.5,2005-05-01,29.018709818522137
-69.5,19.5,2005-06-01,29.13983408610026
-69.5,19.5,2005-07-01,29.34141794840495
-69.5,19.5,2005-08-01,29.11212921142578
-69.5,19.5,2005-09-01,28.717376708984375
-69.5,19.5,2005-10-01,27.83166758219401
-69.5,19.5,2005-11-01,26.956209818522137
-69.5,19.5,2005-12-01,24.857627868652344
-69.5,19.5,2006-01-01,23.891957600911457
-69.5,19.5,2006-02-01,24.03350067138672
-69.5,19.5,2006-03-01,25.22112528483073
-69.5,19.5,2006-04-01,27.754127502441406
-69.5,19.5,2006-05-01,28.900375366210938
-69.5,19.5,2006-06-01,29.707000732421875
-69.5,19.5,2006-07-01,29.68174997965495
-69.5,19.5,2006-08-01,29.36133575439453
-69.5,19.5,2006-09-01,29.227625528971355
-69.5,19.5,2006-10-01,28.239084879557293
-69.5,19.5,2006-11-01,27.502792358398438
-69.5,19.5,2006-12-01,26.133127848307293
-69.5,19.5,2007-01-01,24.542917887369793
-69.5,19.5,2007-02-01,24.505877176920574
-69.5,19.5,2007-03-01,26.01275126139323
-69.5,19.5,2007-04-01,27.44946034749349
-69.5,19.5,2007-05-01,28.906959533691406
-69.5,19.5,2007-06-01,30.061002095540363
-69.5,19.5,2007-07-01,30.103375752766926
-69.5,19.5,2007-08-01,29.539291381835938
-69.5,19.5,2007-09-01,29.16087595621745
-69.5,19.5,2007-10-01,27.716501871744793
-69.5,19.5,2007-11-01,26.10358428955078
